Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2010,11,19,04:01:59,43.232,145.479,57.1,4.8,"Hokkaido, Japan region",1290139319
2010,11,18,19:08:10,39.667,142.068,65,4,"near the east coast of Honshu, Japan",1290107290
2010,11,18,17:53:17,25.714,141.029,174.6,4.9,"Volcano Islands, Japan region",1290102797
2010,11,18,04:35:48,52.133,142.202,22.1,4.5,"Sakhalin, Russia",1290054948
2010,11,17,16:28:43,22.907,144.031,22.7,4.6,"Volcano Islands, Japan region",1290011323
2010,11,17,00:16:06,42.163,142.637,72.8,4.2,"Hokkaido, Japan region",1289952966
2010,11,16,11:41:46,37.154,143.051,16.8,4.3,"off the east coast of Honshu, Japan",1289907706
2010,11,16,09:08:45,51.865,158.189,82.6,4.8,"near the east coast of the Kamchatka Peninsula, Russia",1289898525
2010,11,14,06:10:29,34.036,141.373,26.8,5,"off the east coast of Honshu, Japan",1289715029
2010,11,12,04:27:18,29.979,142.867,35,4,"Izu Islands, Japan region",1289536038
2010,11,11,23:10:45,42.867,145.389,67.8,4.1,"Hokkaido, Japan region",1289517045
2010,11,09,16:18:24,32.98,136.413,435,4.3,"southeast of Shikoku, Japan",1289319504
2010,11,09,11:24:23,26.032,141.935,10,4.1,"Bonin Islands, Japan region",1289301863
2010,11,08,17:09:19,43.71,147.702,13.4,4.1,"Kuril Islands",1289236159
2010,11,07,19:26:49,24.383,141.588,113,5.6,"Volcano Islands, Japan region",1289158009
2010,11,07,00:15:46,33.972,141.612,15.1,4.4,"off the east coast of Honshu, Japan",1289088946
2010,11,06,20:57:09,46.598,149.656,152,5.3,"Kuril Islands",1289077029
2010,11,06,03:19:41,45.431,149.471,110.1,4.3,"Kuril Islands",1289013581
2010,11,05,10:14:04,36.021,139.656,64,4.5,"eastern Honshu, Japan",1288952044
2010,11,04,22:30:51,36.71,141.212,39.5,4.8,"near the east coast of Honshu, Japan",1288909851
2010,11,03,21:57:42,27.822,130.298,15.2,4.1,"Ryukyu Islands, Japan",1288821462
2010,11,03,20:33:48,42.239,142.418,36.7,4.3,"Hokkaido, Japan region",1288816428
2010,11,02,22:55:30,37.486,143.108,12,4.3,"off the east coast of Honshu, Japan",1288738530
2010,11,02,18:10:14,47.092,146.747,369.4,5.5,"northwest of the Kuril Islands",1288721414
2010,11,01,12:20:59,37.449,143.044,34,4.3,"off the east coast of Honshu, Japan",1288614059
2010,11,01,05:22:40,33.963,141.794,15.9,4.2,"off the east coast of Honshu, Japan",1288588960
2010,11,01,02:44:57,26.343,144.552,10,4.3,"Bonin Islands, Japan region",1288579497
2010,10,31,16:26:39,43.759,144.702,127.2,4.1,"Hokkaido, Japan region",1288542399
2010,10,31,09:49:12,27.008,129.82,22.8,4.1,"Ryukyu Islands, Japan",1288518552
2010,10,30,22:43:53,46.743,153.335,48.1,5.1,"Kuril Islands",1288478633
2010,10,30,19:06:17,34.321,141.267,26.3,5.2,"off the east coast of Honshu, Japan",1288465577
2010,10,29,16:30:25,23.449,142.867,47.2,5.2,"Volcano Islands, Japan region",1288369825
2010,10,27,10:30:50,41.681,143.783,39.1,4.1,"Hokkaido, Japan region",1288175450
2010,10,27,02:22:41,31.388,142.587,15.4,4.3,"Izu Islands, Japan region",1288146161
2010,10,25,02:05:20,49.719,158.67,27.6,4.6,"east of the Kuril Islands",1287972320
2010,10,24,21:10:00,39.774,141.797,77,4.3,"eastern Honshu, Japan",1287954600
2010,10,24,11:30:47,23.887,146.053,10,4.5,"east of the Volcano Islands",1287919847
2010,10,24,04:50:43,36.087,139.747,62.9,4.3,"eastern Honshu, Japan",1287895843
2010,10,23,03:48:00,42.338,145.137,50.3,4.3,"Hokkaido, Japan region",1287805680
2010,10,23,02:28:40,42.364,145.006,51.6,4.4,"Hokkaido, Japan region",1287800920
2010,10,23,00:53:45,31.211,141.895,27,4.3,"Izu Islands, Japan region",1287795225
2010,10,22,23:01:59,31.178,141.84,38.2,4.4,"Izu Islands, Japan region",1287788519
2010,10,22,09:02:46,32.387,141.393,10,4.2,"Izu Islands, Japan region",1287738166
2010,10,21,04:23:43,32.481,137.708,369.1,4.4,"Izu Islands, Japan region",1287635023
2010,10,20,02:32:17,44.029,148.249,35,4.4,"Kuril Islands",1287541937
2010,10,19,21:50:25,36.332,142.26,16.9,4.3,"off the east coast of Honshu, Japan",1287525025
2010,10,18,22:30:19,42.019,142.821,68.4,4.2,"Hokkaido, Japan region",1287441019
2010,10,18,08:10:14,46.37,152.987,10,4.3,"Kuril Islands",1287389414
2010,10,17,19:02:36,30.022,130.919,37.1,4,"Kyushu, Japan",1287342156
2010,10,17,08:19:43,36.393,141.182,42.2,4.2,"near the east coast of Honshu, Japan",1287303583
2010,10,16,12:50:33,26.472,141.68,41.3,4.4,"Bonin Islands, Japan region",1287233433
2010,10,16,05:54:06,27.141,128.158,61.8,4.1,"Ryukyu Islands, Japan",1287208446
2010,10,16,05:36:25,31.128,141.83,39.4,3.9,"Izu Islands, Japan region",1287207385
2010,10,15,21:14:28,40.19,142.268,48.4,4.5,"near the east coast of Honshu, Japan",1287177268
2010,10,14,13:58:55,42.311,142.871,59,5.6,"Hokkaido, Japan region",1287064735
2010,10,14,09:41:36,44.485,148.085,68,4.5,"Kuril Islands",1287049296
2010,10,12,09:58:22,38.352,143.657,10,4.3,"off the east coast of Honshu, Japan",1286877502
2010,10,11,14:10:33,41.126,141.262,107.8,4.2,"Hokkaido, Japan region",1286806233
2010,10,10,14:47:10,35.589,140.855,4.5,4.4,"near the east coast of Honshu, Japan",1286722030
2010,10,10,07:53:19,31.101,141.729,36.3,4.5,"Izu Islands, Japan region",1286697199
2010,10,10,03:47:30,47.94,156.579,35,4.2,"east of the Kuril Islands",1286682450
2010,10,10,02:27:51,31.067,141.611,14.9,5.1,"Izu Islands, Japan region",1286677671
2010,10,10,01:04:59,35.969,140.486,35,4,"near the east coast of Honshu, Japan",1286672699
2010,10,09,21:46:09,25.86,127.756,24.6,4.6,"Ryukyu Islands, Japan",1286660769
2010,10,09,19:07:41,41.305,144.665,35,4.1,"Hokkaido, Japan region",1286651261
2010,10,09,18:36:52,48.282,154.135,81,4.5,"Kuril Islands",1286649412
2010,10,09,13:16:18,26.306,144.556,10,4.3,"Bonin Islands, Japan region",1286630178
2010,10,09,06:12:23,35.812,140.444,29.1,4.4,"near the east coast of Honshu, Japan",1286604743
2010,10,09,05:17:30,26.339,144.571,10,4.3,"Bonin Islands, Japan region",1286601450
2010,10,09,01:24:36,22.085,145.268,35,4.6,"Volcano Islands, Japan region",1286587476
2010,10,08,12:16:35,39.013,140.746,47.4,4.3,"eastern Honshu, Japan",1286540195
2010,10,08,06:53:35,38.605,140.54,42,4.4,"eastern Honshu, Japan",1286520815
2010,10,07,18:18:47,26.14,128.553,23.2,4.3,"Ryukyu Islands, Japan",1286475527
2010,10,07,03:41:10,42.202,137.528,291.1,4.2,"eastern Sea of Japan",1286422870
2010,10,06,17:36:09,29.867,131.661,36.8,4.4,"southeast of the Ryukyu Islands, Japan",1286386569
2010,10,06,04:51:51,33.523,133.748,36.9,4.2,"Shikoku, Japan",1286340711
2010,10,05,22:35:59,41.484,142.037,74.2,4.3,"Hokkaido, Japan region",1286318159
2010,10,05,05:45:47,25.487,141.104,13.5,5.1,"Volcano Islands, Japan region",1286257547
2010,10,04,14:35:27,48.046,153.925,76.8,5.2,"Kuril Islands",1286202927
2010,10,04,11:32:22,36.375,141.126,48.9,4.1,"near the east coast of Honshu, Japan",1286191942
2010,10,04,02:47:37,42.871,145.515,52.2,4,"Hokkaido, Japan region",1286160457
2010,10,03,06:44:52,49.603,158.607,27.2,4,"east of the Kuril Islands",1286088292
2010,10,03,00:26:54,37.078,138.182,28.4,4.6,"near the west coast of Honshu, Japan",1286065614
2010,10,02,21:52:44,37.174,138.402,14.3,4.4,"near the west coast of Honshu, Japan",1286056364
2010,10,02,21:37:54,37.095,138.206,24.2,4.3,"near the west coast of Honshu, Japan",1286055474
2010,10,02,07:17:43,43.695,145.177,91.6,4.4,"Hokkaido, Japan region",1286003863
2010,10,02,03:35:12,37.002,138.286,39.2,4.1,"near the west coast of Honshu, Japan",1285990512
2010,10,02,01:23:44,36.01,141.123,35,4.3,"near the east coast of Honshu, Japan",1285982624
2010,09,30,23:24:05,37.253,139.931,43.1,4.3,"eastern Honshu, Japan",1285889045
2010,09,30,19:14:17,44.852,148.008,125.1,4.3,"Kuril Islands",1285874057
2010,09,30,12:47:08,37.102,140.954,35,5,"eastern Honshu, Japan",1285850828
2010,09,30,00:24:10,24.687,141.177,209.3,5.2,"Volcano Islands, Japan region",1285806250
2010,09,29,18:34:59,47.782,153.805,76.4,4.5,"Kuril Islands",1285785299
2010,09,29,16:23:44,37.211,139.99,36.6,4.2,"eastern Honshu, Japan",1285777424
2010,09,29,10:18:35,47.056,152.9,52,4.4,"Kuril Islands",1285755515
2010,09,29,08:00:00,37.257,139.883,33.3,5.5,"eastern Honshu, Japan",1285747200
2010,09,29,03:02:01,37.268,139.949,42.1,4.7,"eastern Honshu, Japan",1285729321
2010,09,28,18:35:47,39.728,141.977,79,4.1,"eastern Honshu, Japan",1285698947
2010,09,28,04:39:12,22.25,143.502,143.4,4.7,"Volcano Islands, Japan region",1285648752
2010,09,28,01:44:01,42.095,142.533,66.8,4.3,"Hokkaido, Japan region",1285638241
2010,09,27,16:13:37,43.603,145.623,97.4,5.1,"Hokkaido, Japan region",1285604017
2010,09,27,08:55:31,27.75,142.964,13.7,4.4,"Bonin Islands, Japan region",1285577731
2010,09,26,17:54:58,35.603,140.049,49.9,4.6,"near the east coast of Honshu, Japan",1285523698
2010,09,26,07:11:29,42.691,141.858,119.6,4.2,"Hokkaido, Japan region",1285485089
2010,09,26,04:43:43,30.508,141.871,13.8,4.1,"Izu Islands, Japan region",1285476223
2010,09,25,23:24:58,30.76,130.311,126.5,4.5,"Kyushu, Japan",1285457098
2010,09,25,22:04:17,43.809,147.364,54.9,4.3,"Kuril Islands",1285452257
2010,09,24,20:04:58,29.51,130.815,25.5,4,"Ryukyu Islands, Japan",1285358698
2010,09,24,14:55:45,29.973,139.89,47.6,5,"Izu Islands, Japan region",1285340145
2010,09,24,03:19:16,42.614,145.159,51,4.3,"Hokkaido, Japan region",1285298356
2010,09,23,22:09:18,52.524,139.45,10,4.5,"Khabarovskiy Kray, Russia",1285279758
2010,09,23,13:25:06,27.643,142.74,33.3,4.9,"Bonin Islands, Japan region",1285248306
2010,09,23,12:08:32,53.904,158.416,156.3,4.6,"near the east coast of the Kamchatka Peninsula, Russia",1285243712
2010,09,22,19:38:28,46.721,152.572,58.9,4.5,"Kuril Islands",1285184308
2010,09,21,20:31:52,35.733,140.386,27.4,4.4,"near the east coast of Honshu, Japan",1285101112
2010,09,21,20:15:10,40.639,139.421,182.8,4.7,"near the west coast of Honshu, Japan",1285100110
2010,09,21,19:26:07,28.748,142.599,31,5,"Bonin Islands, Japan region",1285097167
2010,09,21,05:11:43,30.189,130.272,88,4.1,"Kyushu, Japan",1285045903
2010,09,20,22:54:15,30.209,142.903,11.9,4.3,"Izu Islands, Japan region",1285023255
2010,09,20,10:56:16,31.379,142.518,10,4.1,"Izu Islands, Japan region",1284980176
2010,09,20,07:18:20,44.428,149.728,27.2,4.2,"Kuril Islands",1284967100
2010,09,19,14:03:36,31.378,142.508,14.5,4.4,"Izu Islands, Japan region",1284905016
2010,09,19,11:51:54,22.899,144.445,35,5.2,"Volcano Islands, Japan region",1284897114
2010,09,19,11:10:00,31.452,142.642,10,4.3,"Izu Islands, Japan region",1284894600
2010,09,19,10:42:54,31.388,142.598,10,4.3,"Izu Islands, Japan region",1284892974
2010,09,19,01:38:05,24.247,141.448,102.5,4.2,"Volcano Islands, Japan region",1284860285
2010,09,18,21:52:45,47.135,152.504,64.5,4.9,"Kuril Islands",1284846765
2010,09,18,12:33:34,44.529,149.977,35,4.2,"Kuril Islands",1284813214
2010,09,18,01:49:37,34.011,140.031,35.7,4.1,"near the east coast of Honshu, Japan",1284774577
2010,09,17,23:12:24,45.305,150.501,47.6,4.9,"Kuril Islands",1284765144
2010,09,17,17:58:38,30.12,142.861,17.3,4.1,"Izu Islands, Japan region",1284746318
2010,09,17,06:47:34,31.36,142.427,23.9,4.4,"Izu Islands, Japan region",1284706054
2010,09,16,17:33:31,28.685,128.438,42.2,4.4,"Ryukyu Islands, Japan",1284658411
2010,09,16,08:27:02,28.558,128.332,17.9,4.4,"Ryukyu Islands, Japan",1284625622
2010,09,16,02:32:22,32.102,141.832,7.4,4.5,"Izu Islands, Japan region",1284604342
2010,09,15,16:52:27,25.475,142.269,17.6,4.5,"Volcano Islands, Japan region",1284569547
2010,09,14,15:52:40,31.303,142.649,19,4.2,"Izu Islands, Japan region",1284479560
2010,09,14,12:37:03,44.596,150.036,35,4.6,"east of the Kuril Islands",1284467823
2010,09,14,05:47:17,31.353,142.669,10,4.2,"Izu Islands, Japan region",1284443237
2010,09,13,23:05:18,32.147,141.57,35,5,"Izu Islands, Japan region",1284419118
2010,09,13,17:44:15,29.235,142.431,19.8,5.1,"Izu Islands, Japan region",1284399855
2010,09,13,05:47:47,41.497,141.986,45,5.8,"Hokkaido, Japan region",1284356867
2010,09,13,05:12:31,25.219,127.978,35,4.1,"Ryukyu Islands, Japan",1284354751
2010,09,12,14:41:16,47.448,153.644,53.9,4.7,"Kuril Islands",1284302476
2010,09,12,11:32:56,42.701,149.124,41.6,4,"off the coast of Hokkaido, Japan",1284291176
2010,09,12,03:18:07,31.327,142.659,10,4.2,"Izu Islands, Japan region",1284261487
2010,09,11,11:11:10,22.153,143.382,173.4,4.5,"Volcano Islands, Japan region",1284203470
2010,09,11,08:50:03,29.418,142.82,10,4.2,"Izu Islands, Japan region",1284195003
2010,09,11,00:23:54,47.214,152.629,66.3,4.5,"Kuril Islands",1284164634
2010,09,10,23:28:16,38.474,142.134,53.8,4.4,"near the east coast of Honshu, Japan",1284161296
2010,09,10,16:14:05,43.234,147.603,24.8,4.4,"Kuril Islands",1284135245
2010,09,10,01:58:09,45.165,150.167,10,4.3,"Kuril Islands",1284083889
2010,09,09,14:00:50,44.482,150.089,23.9,4.8,"east of the Kuril Islands",1284040850
2010,09,09,01:12:49,42.487,130.848,577.9,4.3,"China-Russia-North Korea border region",1283994769
2010,09,09,01:03:47,30.524,141.96,35,3.9,"Izu Islands, Japan region",1283994227
2010,09,08,22:58:50,44.286,150.338,10,4.6,"east of the Kuril Islands",1283986730
2010,09,08,22:29:10,30.596,142.017,12.2,4.3,"Izu Islands, Japan region",1283984950
2010,09,08,20:33:01,44.491,149.879,10,4.4,"Kuril Islands",1283977981
2010,09,08,20:31:38,44.514,150.25,10,4.7,"east of the Kuril Islands",1283977898
2010,09,08,19:52:04,44.541,150.208,10,4.6,"east of the Kuril Islands",1283975524
2010,09,08,19:25:55,44.484,149.859,10,5.1,"Kuril Islands",1283973955
2010,09,08,17:39:40,44.588,149.724,10,5.5,"Kuril Islands",1283967580
2010,09,08,13:00:27,30.527,142.036,13.9,4.6,"Izu Islands, Japan region",1283950827
2010,09,07,11:30:52,45.834,151.325,30,5,"Kuril Islands",1283859052
2010,09,06,21:35:11,30.405,143.164,35,4.4,"Izu Islands, Japan region",1283808911
2010,09,05,04:21:52,45.768,151.687,8.9,4.4,"Kuril Islands",1283660512
2010,09,04,11:01:39,47.9,156.661,33.2,4.8,"east of the Kuril Islands",1283598099
2010,09,04,02:04:44,29.254,142.71,10,4.4,"Izu Islands, Japan region",1283565884
2010,09,03,21:15:30,42.741,145.391,61.9,5.1,"Hokkaido, Japan region",1283548530
2010,09,03,04:13:18,53.431,153.817,461.9,4.3,"Sea of Okhotsk",1283487198
2010,09,02,07:08:00,52.1,142.16,10,4.9,"Sakhalin, Russia",1283411280
2010,09,02,06:57:43,22.514,142.911,133.4,4.6,"Volcano Islands, Japan region",1283410663
2010,09,01,07:32:53,37.925,141.788,44.4,5.2,"near the east coast of Honshu, Japan",1283326373
2010,08,31,18:27:31,36.582,141.37,48,4.4,"near the east coast of Honshu, Japan",1283279251
2010,08,31,02:30:36,40.403,139.13,47.6,4.7,"near the west coast of Honshu, Japan",1283221836
2010,08,30,04:25:04,30.786,132.19,27.7,4.5,"southeast of Shikoku, Japan",1283142304
2010,08,29,02:07:58,50.291,149.369,523.9,4.1,"Sea of Okhotsk",1283047678
2010,08,28,15:14:37,35.266,141.037,9.2,4.3,"near the east coast of Honshu, Japan",1283008477
2010,08,28,00:19:14,38.32,142.543,36.4,4.3,"near the east coast of Honshu, Japan",1282954754
2010,08,26,20:13:44,32.474,141.921,35,4.1,"Izu Islands, Japan region",1282853624
2010,08,26,15:08:04,36.116,136.773,277.8,5.4,"near the west coast of Honshu, Japan",1282835284
2010,08,25,09:26:13,39.349,144.295,10,4.4,"off the east coast of Honshu, Japan",1282728373
2010,08,24,20:39:35,27.6,130.204,35,4,"Ryukyu Islands, Japan",1282682375
2010,08,24,15:44:39,29.221,142.504,10,4.6,"Izu Islands, Japan region",1282664679
2010,08,24,13:50:40,44.34,141.179,234.5,4.7,"Hokkaido, Japan region",1282657840
2010,08,23,05:58:42,47.534,152.378,146.3,4.6,"Kuril Islands",1282543122
2010,08,22,17:32:15,46.535,151.476,109.9,4.5,"Kuril Islands",1282498335
2010,08,22,02:28:40,46.289,151.52,116.3,4.3,"Kuril Islands",1282444120
2010,08,21,14:26:00,37.306,141.702,37,4.5,"near the east coast of Honshu, Japan",1282400760
2010,08,21,07:35:51,43.32,146.978,35,4.1,"Kuril Islands",1282376151
2010,08,21,03:44:09,52.144,142.197,56.7,4,"Sakhalin, Russia",1282362249
2010,08,20,02:04:36,27.452,129.568,27.7,4.1,"Ryukyu Islands, Japan",1282269876
2010,08,19,18:09:02,31.038,142.844,8.3,4.1,"Izu Islands, Japan region",1282241342
2010,08,19,09:27:43,44.352,147.788,84.4,4.6,"Kuril Islands",1282210063
2010,08,19,08:40:26,49.915,155.212,91,4.3,"Kuril Islands",1282207226
2010,08,18,23:33:14,32.01,137.918,365.3,5.3,"Izu Islands, Japan region",1282174394
2010,08,17,19:39:48,47.105,155.42,35,4.4,"east of the Kuril Islands",1282073988
2010,08,17,13:09:43,29.48,141.452,31.9,4.1,"Izu Islands, Japan region",1282050583
2010,08,15,15:30:24,36.296,141.805,12.9,4.5,"near the east coast of Honshu, Japan",1281886224
2010,08,15,15:07:53,39.431,143.688,17.1,4,"off the east coast of Honshu, Japan",1281884873
2010,08,15,10:28:41,29.764,142.257,5.1,4.4,"Izu Islands, Japan region",1281868121
2010,08,15,02:19:05,41.463,142.192,67.2,4.6,"Hokkaido, Japan region",1281838745
2010,08,14,08:00:15,32.77,142.704,35,4.5,"Izu Islands, Japan region",1281772815
2010,08,14,04:25:08,42.827,142.223,104.1,4.8,"Hokkaido, Japan region",1281759908
2010,08,14,03:14:29,32.634,142.551,0.5,4.3,"Izu Islands, Japan region",1281755669
2010,08,14,02:35:13,32.672,142.766,13.8,4.4,"Izu Islands, Japan region",1281753313
2010,08,14,01:42:11,26.239,141.077,95.5,4.4,"Bonin Islands, Japan region",1281750131
2010,08,14,01:34:01,26.238,141.104,108.1,5.3,"Bonin Islands, Japan region",1281749641
2010,08,13,20:19:43,32.681,142.641,1.3,4.3,"Izu Islands, Japan region",1281730783
2010,08,13,11:31:23,45.858,153.22,10,4.5,"east of the Kuril Islands",1281699083
2010,08,13,08:32:39,39.682,143.123,24.5,4.4,"off the east coast of Honshu, Japan",1281688359
2010,08,13,05:49:18,40.991,134.768,411.9,4.3,"Sea of Japan",1281678558
2010,08,13,01:33:55,48.246,148.503,391.2,5.4,"northwest of the Kuril Islands",1281663235
2010,08,12,14:18:37,28.831,130.981,33.1,4.2,"Ryukyu Islands, Japan",1281622717
2010,08,12,07:29:09,45.905,153.285,49.8,4.3,"east of the Kuril Islands",1281598149
2010,08,12,01:09:10,39.46,143.288,22.6,4.4,"off the east coast of Honshu, Japan",1281575350
2010,08,10,20:00:23,39.47,143.292,37,4.1,"off the east coast of Honshu, Japan",1281470423
2010,08,10,18:38:41,26.678,142.868,15.9,4.5,"Bonin Islands, Japan region",1281465521
2010,08,10,16:00:38,39.369,143.358,10,4.5,"off the east coast of Honshu, Japan",1281456038
2010,08,10,15:48:39,28.795,128.71,15.7,4.9,"Ryukyu Islands, Japan",1281455319
2010,08,10,06:04:12,39.398,143.277,38.3,4.4,"off the east coast of Honshu, Japan",1281420252
2010,08,10,05:50:37,39.406,143.148,22.4,5.9,"off the east coast of Honshu, Japan",1281419437
2010,08,10,01:41:04,28.616,142.255,19.6,5,"Bonin Islands, Japan region",1281404464
2010,08,09,00:53:58,48.343,154.811,29.8,4.6,"Kuril Islands",1281315238
2010,08,08,16:18:15,37.63,141.97,43.5,4.2,"near the east coast of Honshu, Japan",1281284295
2010,08,08,10:00:27,47.201,154.82,43.2,4.3,"Kuril Islands",1281261627
2010,08,07,16:04:06,29.484,128.318,236,5.3,"northwest of the Ryukyu Islands, Japan",1281197046
2010,08,07,16:03:24,37.749,142.161,33.2,4.6,"off the east coast of Honshu, Japan",1281197004
2010,08,07,05:31:25,42.835,144.897,61.2,4.6,"Hokkaido, Japan region",1281159085
2010,08,06,00:02:31,25.805,128.77,35,4.4,"Ryukyu Islands, Japan",1281052951
2010,08,05,21:47:26,46.676,155.78,10,4.3,"east of the Kuril Islands",1281044846
2010,08,05,19:04:01,49.483,155.383,44.5,5,"Kuril Islands",1281035041
2010,08,05,17:30:26,34.262,141.116,47.8,4.5,"off the east coast of Honshu, Japan",1281029426
2010,08,05,15:42:15,46.022,153.397,35,4.2,"Kuril Islands",1281022935
2010,08,05,03:35:37,46.004,153.108,35,4.2,"Kuril Islands",1280979337
2010,08,04,23:53:46,37.826,141.179,78.9,4.5,"near the east coast of Honshu, Japan",1280966026
2010,08,04,23:48:02,45.98,153.175,27.8,6,"east of the Kuril Islands",1280965682
2010,08,04,14:11:29,36.768,141.238,46.3,4.3,"near the east coast of Honshu, Japan",1280931089
2010,08,03,21:43:41,39.719,141.057,35,4.2,"eastern Honshu, Japan",1280871821
2010,08,03,15:38:19,48.054,154.678,58.9,4.3,"Kuril Islands",1280849899
2010,08,03,14:39:53,36.886,141.8,26.6,4.4,"near the east coast of Honshu, Japan",1280846393
2010,08,02,22:30:48,36.803,140.098,84.5,4.8,"near the east coast of Honshu, Japan",1280788248
2010,08,01,13:49:32,49.092,151.535,281.3,4,"northwest of the Kuril Islands",1280670572
2010,08,01,11:52:20,36.282,141.997,11.9,4.3,"near the east coast of Honshu, Japan",1280663540
2010,08,01,11:47:01,36.297,141.957,36.4,4.3,"near the east coast of Honshu, Japan",1280663221
2010,07,31,09:20:44,34.093,140.877,54.1,3.9,"near the east coast of Honshu, Japan",1280568044
2010,07,31,03:52:55,32.269,138.855,237.9,4.7,"Izu Islands, Japan region",1280548375
2010,07,30,20:43:05,27.691,139.672,496.9,5.3,"Bonin Islands, Japan region",1280522585
2010,07,30,07:53:29,46.841,153.068,41.4,4.7,"Kuril Islands",1280476409
2010,07,30,04:52:00,40.945,142.091,73.3,4.4,"near the east coast of Honshu, Japan",1280465520
2010,07,29,01:20:16,47.164,151.841,126.5,4.5,"Kuril Islands",1280366416
2010,07,28,17:36:33,32.102,142.551,35,4.1,"Izu Islands, Japan region",1280338593
2010,07,27,23:06:45,42.332,143.738,52.4,4.5,"Hokkaido, Japan region",1280272005
2010,07,26,23:31:04,38.933,142.156,19.5,5,"near the east coast of Honshu, Japan",1280187064
2010,07,25,12:57:01,49.703,154.637,130,5.6,"Kuril Islands",1280062621
2010,07,23,05:25:46,34.001,132.83,15.7,4.3,"western Honshu, Japan",1279862746
2010,07,22,23:27:10,26.777,143.119,15.1,5,"Bonin Islands, Japan region",1279841230
2010,07,22,21:06:34,35.839,140.413,47,5.1,"near the east coast of Honshu, Japan",1279832794
2010,07,22,17:30:27,45.708,151.85,21.9,4.6,"Kuril Islands",1279819827
2010,07,22,13:33:35,46.931,155.375,30,4.4,"east of the Kuril Islands",1279805615
2010,07,20,21:19:20,34.28,135.533,66.1,4.9,"near the south coast of western Honshu, Japan",1279660760
2010,07,20,03:25:43,44.686,148.391,63.4,4.2,"Kuril Islands",1279596343
2010,07,19,16:46:46,33.059,139.082,35,4.1,"Izu Islands, Japan region",1279558006
2010,07,19,08:21:53,44.591,141.294,247,4.9,"Hokkaido, Japan region",1279527713
2010,07,17,18:08:48,30.573,142.121,7.1,3.7,"Izu Islands, Japan region",1279390128
2010,07,15,21:18:37,42.814,145.07,72.9,4.2,"Hokkaido, Japan region",1279228717
2010,07,14,15:45:07,28.28,131.539,6.1,4.3,"southeast of the Ryukyu Islands, Japan",1279122307
2010,07,14,08:42:37,25.834,128.404,10,4.3,"Ryukyu Islands, Japan",1279096957
2010,07,13,20:36:19,45.238,150.814,58.3,4.7,"Kuril Islands",1279053379
2010,07,13,08:34:21,29.59,142.862,10,4.6,"Izu Islands, Japan region",1279010061
2010,07,13,02:43:37,33.811,141.607,20.8,4.3,"off the east coast of Honshu, Japan",1278989017
2010,07,12,08:44:49,45.532,152.759,11.8,4.4,"east of the Kuril Islands",1278924289
2010,07,12,08:15:56,26.948,127.726,64.3,4.5,"Ryukyu Islands, Japan",1278922556
2010,07,11,14:59:29,30.996,142.155,10,4.2,"Izu Islands, Japan region",1278860369
2010,07,11,02:00:04,36.357,141.124,37,4.3,"near the east coast of Honshu, Japan",1278813604
2010,07,10,02:40:55,28.498,141.892,53.8,4.2,"Bonin Islands, Japan region",1278729655
2010,07,09,15:17:48,52.164,142.123,22.7,5,"Sakhalin, Russia",1278688668
2010,07,09,05:21:12,30.453,142.367,10,4.2,"Izu Islands, Japan region",1278652872
2010,07,08,17:50:13,35.21,141.347,9.5,4.5,"near the east coast of Honshu, Japan",1278611413
2010,07,08,12:23:28,42.587,144.355,57.9,4.5,"Hokkaido, Japan region",1278591808
2010,07,08,03:14:01,48.312,148.87,390,4.8,"northwest of the Kuril Islands",1278558841
2010,07,07,22:14:08,30.761,142.071,20.2,4.3,"Izu Islands, Japan region",1278540848
2010,07,06,12:22:48,39.353,141.228,10,4.3,"eastern Honshu, Japan",1278418968
2010,07,06,01:59:19,43.229,139.845,189.5,4.3,"eastern Sea of Japan",1278381559
2010,07,05,17:39:06,32.898,142.494,1.2,4.3,"Izu Islands, Japan region",1278351546
2010,07,05,15:48:35,35.682,135.58,342.3,4.6,"western Honshu, Japan",1278344915
2010,07,05,00:53:13,44.035,147.348,55.4,4.3,"Kuril Islands",1278291193
2010,07,04,22:46:08,29.47,142.784,19.5,4.8,"Izu Islands, Japan region",1278283568
2010,07,04,21:55:51,39.697,142.369,27,6.3,"near the east coast of Honshu, Japan",1278280551
2010,07,04,21:13:23,29.789,138.245,468.9,4.8,"Izu Islands, Japan region",1278278003
2010,07,04,11:12:03,45.392,149.498,117.3,4.5,"Kuril Islands",1278241923
2010,07,04,06:03:04,35.925,140.364,80.1,4.6,"near the east coast of Honshu, Japan",1278223384
2010,07,04,02:16:09,32.959,142.527,10,4.1,"Izu Islands, Japan region",1278209769
2010,07,04,01:37:50,32.858,142.569,10,4,"Izu Islands, Japan region",1278207470
2010,07,04,01:07:42,33.947,137.141,330.8,4.3,"near the south coast of Honshu, Japan",1278205662
2010,07,03,19:33:14,39.058,140.715,24.9,5.1,"eastern Honshu, Japan",1278185594
2010,07,03,01:20:57,33.036,142.578,19.6,4.2,"off the east coast of Honshu, Japan",1278120057
2010,07,02,12:30:07,42.012,142.48,64.5,4.5,"Hokkaido, Japan region",1278073807
2010,07,02,11:22:07,43.402,147.097,35,4.1,"Kuril Islands",1278069727
2010,07,02,01:00:31,22.207,143.746,125.4,4.4,"Volcano Islands, Japan region",1278032431
